產業別,公司代號,名稱,股價日期,成交,漲跌價,漲跌幅,成交張數,市場,面值(元),股本(億),市值(億),成立年數,上市年數,董事長,總經理
光電業,3623,富晶通,3月2日,51.9,-0.5,-0.95%,525,上櫃,10,3.63,18.8,16.3,6.8,翁明顯,余建華
電子零組件業,3624,光頡,3月2日,21.35,-0.15,-0.70%,84,上櫃,10,11.7,25.1,19.4,6,蔡高明,張遠生
電腦及週邊設備業,3625,西勝,3月2日,25.4,-0.4,-1.55%,991,上櫃,10,5.75,14.6,20.8,7.3,黃宗偉,黃宗偉
其他電子業,3628,盈正,3月2日,42.4,0,0%,9,上櫃,10,4.5,19.1,18.8,6.5,許文,許文
光電業,3629,群富通,3月2日,26.1,0,0%,12,上櫃,10,1.95,5.09,15.5,6.8,陳寬聰,廖敏政
光電業,3630,新鉅科,3月2日,33.7,3.05,9.95%,985,上櫃,10,10.1,34.2,17.5,6.9,鄭勝全,鄭勝全
電子零組件業,3631,晟楠,3月2日,24.25,-0.3,-1.22%,34,上櫃,10,7.99,19.4,32.9,6.2,林朝榮,林朝榮
通信網路業,3632,研勤,3月2日,17.9,-0.15,-0.83%,101,上櫃,10,3.08,5.51,15.5,6.1,簡良益,簡良益
其他電子業,3642,駿熠電,3月2日,25.1,0.2,0.80%,80,上櫃,10,3.04,7.62,27.5,5.4,梁興盛,蕭閔鍾
電子零組件業,3646,艾恩特,3月2日,26.3,-0.7,-2.59%,789,上櫃,10,3.86,10.2,18,4.9,陳明仁,陳明仁
電腦及週邊設備業,3652,精聯,3月2日,25,-0.4,-1.57%,67,上櫃,10,4.71,11.8,9.1,7.5,葉國筌,陳榮輝
其他電子業,3663,鑫科,3月2日,18.75,-0.05,-0.27%,41,上櫃,10,7.35,13.8,16.9,4.3,李至隆,董寰乾
通信網路業,3664,安瑞-KY,3月2日,16.05,-0.1,-0.62%,582,上櫃,10,7.48,12,8.2,6.7,沈以峰,趙耀
光電業,3666,光耀,3月2日,24.55,-1.75,-6.65%,808,上櫃,10,4.83,11.9,12.6,2.2,郭維斌,袁廣麟
通信網路業,3672,康聯訊,3月2日,31,-0.15,-0.48%,133,上櫃,10,3.12,9.66,18.4,1.9,陳友信,陳友信
半導體業,3675,德微,3月2日,45.5,0.3,0.66%,"2,219",上櫃,10,4.44,20.2,21.5,4.7,張恩傑,張恩傑
半導體業,3680,家登,3月2日,36.3,-1.25,-3.33%,"1,196",上櫃,10,6.6,23.9,19,5.5,邱銘乾,林添瑞
通信網路業,3684,榮昌,3月2日,34.05,0,0%,2,上櫃,10,2.46,8.38,21.7,2.9,陳家榮,洪健文
光電業,3685,元創精密,3月2日,51.7,-0.7,-1.34%,44,上櫃,10,8,41.4,33.4,6.2,江凱量,張明弘
資訊服務業,3687,歐買尬,3月2日,43.15,-0.2,-0.46%,10,上櫃,10,3.01,13,17.4,6.1,林一泓,楊上弘
電子零組件業,3689,湧德,3月2日,36.1,0.15,0.42%,383,上櫃,10,6.97,25.2,12,4.4,陳伯榕,陳旻徹
光電業,3691,碩禾,3月2日,350,0,0%,593,上櫃,10,6.1,213,13.6,6.3,陳繼明,黃文瑞
電腦及週邊設備業,3693,營邦,3月2日,73,5.4,7.99%,661,上櫃,10,3.85,28.1,20.8,3.3,梁順營,梁順營
半導體業,3707,漢磊,3月2日,10.9,-0.15,-1.36%,850,上櫃,10,16.9,18.4,2.4,2.4,徐建華,徐建華(執行長)
生技醫療業,4102,永日,3月2日,18.4,0,0%,41,上櫃,10,4.24,7.8,38.7,16,李其澧,林青煌
生技醫療業,4103,百略,3月2日,74.1,-0.4,-0.54%,44,上櫃,10,11,81.5,35.3,15.9,林金源,林金源
生技醫療業,4105,東洋,3月2日,112,-0.5,-0.44%,"3,153",上櫃,10,24.9,278,56.6,15.4,蕭英鈞,蕭英鈞暫代
生技醫療業,4107,邦特,3月2日,122.5,-3.5,-2.78%,600,上櫃,10,6.93,84.9,25.3,15,蔡宗禮,李明忠
生技醫療業,4109,穆拉德加捷,3月2日,20.75,0.05,0.24%,99,上櫃,10,7.88,16.3,21.8,14.6,鍾祥鳳,鍾祥鳳
生技醫療業,4111,濟生,3月2日,23.7,-0.2,-0.84%,79,上櫃,10,5.7,13.5,54.4,18,蘇東茂,蘇東茂
建材營造業,4113,聯上,3月2日,9.35,0.09,0.97%,561,上櫃,10,20.6,19.2,19.1,13.6,蘇永義,蘇永義
生技醫療業,4114,健喬,3月2日,33,0.35,1.07%,"2,700",上櫃,10,16.6,54.9,46.5,13.8,林智暉,林智暉
生技醫療業,4116,明基醫,3月2日,41.7,-0.3,-0.71%,81,上櫃,10,4.42,18.5,28,1.2,陳其宏,許棠隆
生技醫療業,4120,友華,3月2日,65.6,-0.7,-1.06%,681,上櫃,10,8.67,56.9,34.7,13.3,蔡正弘,蔡正弘
生技醫療業,4121,優盛,3月2日,12.6,0.4,3.28%,533,上櫃,10,7.33,9.24,28.3,13.6,劉志平,葉禾庠/劉志平
生技醫療業,4123,晟德,3月2日,63.5,0.1,0.16%,931,上櫃,10,29.1,185,57.3,13.4,林榮錦,許瑞寶
生技醫療業,4126,太醫,3月2日,83.4,0,0%,130,上櫃,10,6.6,55.1,39.6,13.1,鍾仁,鍾仁
生技醫療業,4127,天良,3月2日,17.1,-0.1,-0.58%,144,上櫃,10,4.58,7.82,45.9,11.6,紀元章,紀敏忠
生技醫療業,4128,中天,3月2日,23,0.05,0.22%,299,上櫃,10,42.5,97.8,16.8,10.7,黃山內,黃山內
生技醫療業,4129,聯合,3月2日,66.3,-0.5,-0.75%,554,上櫃,10,7.17,47.6,24,12.4,林延生,林延生
生技醫療業,4130,健亞,3月2日,40.75,-0.25,-0.61%,631,上櫃,10,10.1,41.1,23.9,5.1,陳正,陳正
生技醫療業,4131,晶宇,3月2日,9.02,-0.12,-1.31%,5,上櫃,10,3.83,3.45,18.4,12.9,陳慈甘,林春湖
生技醫療業,4138,曜亞,3月2日,54,-0.5,-0.92%,45,上櫃,10,3,16.2,13.4,6.2,傅輝東,傅若軒
生技醫療業,4139,馬光-KY,3月2日,39.35,1.85,4.93%,198,上櫃,10,3.81,15,7.6,5.8,黃傳勝,顏金枝
生技醫療業,4147,中裕,3月2日,179,-2.5,-1.38%,877,上櫃,10,24.9,446,9.5,1.3,陳志全,張念原
生技醫療業,4152,台微體,3月2日,119.5,0.5,0.42%,30,上櫃,10,5.57,66.6,19.3,4.2,洪基隆,葉志鴻
生技醫療業,4153,鈺緯,3月2日,38.05,0.2,0.53%,152,上櫃,10,4.94,18.8,21.9,3.8,陳國森,陳國森
生技醫療業,4154,康樂-KY,3月2日,21.8,-0.3,-1.36%,46,上櫃,10,1.95,4.26,6.6,5.2,陳言福,張嘉偉
生技醫療業,4157,太景*-KY,3月2日,26.85,0,0%,325,上櫃,,0.209,,11.5,3.5,許明珠,許明珠
生技醫療業,4160,創源,3月2日,27.4,0,0%,27,上櫃,10,2.42,6.64,8.3,4.5,張漢東,蔡政憲
生技醫療業,4161,聿新科,3月2日,58.2,0.3,0.52%,137,上櫃,10,5.16,30,17.8,3.7,楊金昌,楊金昌
生技醫療業,4162,智擎,3月2日,199.5,-1.5,-0.75%,519,上櫃,10,12.2,244,14.6,4.5,孫致中,葉常菁
生技醫療業,4163,鐿鈦,3月2日,150,-0.5,-0.33%,75,上櫃,10,4.02,60.4,12.4,4.3,蔡永芳,鍾兆塤
生技醫療業,4167,展旺,3月2日,25.95,0.05,0.19%,336,上櫃,10,24.6,63.9,13.1,1.5,漢友財務管理顧問股份有限公司代表人顧曼芹,顧曼芹
生技醫療業,4168,醣聯,3月2日,31.9,-0.2,-0.62%,113,上櫃,10,7.7,24.6,16.1,4.2,張東玄,張東玄
生技醫療業,4171,瑞基,3月2日,23.5,-1,-4.08%,58,上櫃,10,3.43,8.07,12.3,2.6,劉正忠,張曉芬
生技醫療業,4173,久裕,3月2日,19.3,0.1,0.52%,79,上櫃,10,4.46,8.6,36.7,3.3,傅輝東,李曙晞(代理)
生技醫療業,4174,浩鼎,3月2日,339,-2,-0.59%,992,上櫃,10,17.2,582,14.8,1.9,張念慈,黃秀美
生技醫療業,4175,杏一,3月2日,79.4,1,1.28%,6,上櫃,10,2.52,20,24.8,2.9,陳麗如,蔡德忠
生技醫療業,4180,安成藥,3月2日,98.5,-0.2,-0.20%,103,上櫃,10,12.7,125,19.3,3.2,陳志明,陳志明(暫代理)
其他業,4188,安克,3月2日,29.1,-0.1,-0.34%,46,上櫃,10,5.27,15.3,8.2,1.9,李成家,陳正剛
生技醫療業,4192,杏國,3月2日,28.3,-0.35,-1.22%,52,上櫃,10,6.99,19.8,8.7,2.3,李志文,蘇慕寰
生技醫療業,4198,環瑞醫,3月2日,26,-0.15,-0.57%,214,上櫃,10,14.2,36.9,4.1,2.2,李祖德,韋志聖
食品工業,4205,中華食,3月2日,49.3,-0.2,-0.40%,45,上櫃,10,7.27,35.8,36.8,18.1,陳民權,陳民生
食品工業,4207,環泰,3月2日,11.65,-0.1,-0.85%,158,上櫃,10,17.4,20.2,32.6,17.1,康國鋒,康智量
塑膠工業,4303,信立,3月2日,19.8,-0.05,-0.25%,36,上櫃,10,7.28,14.4,43.7,18,林敬隆,林敬隆
塑膠工業,4304,勝昱,3月2日,8.45,0.05,0.60%,1,上櫃,10,5.13,4.34,34.2,17.1,林博文,林國瑞
塑膠工業,4305,世坤,3月2日,33,3,10%,36,上櫃,10,5.5,18.2,30.4,16.4,林璋賦,陳俊成
紡織纖維,4401,東隆興,3月2日,77.2,-0.7,-0.90%,109,上櫃,10,12,92.9,55.6,20.8,游秀雄,游志成
紡織纖維,4402,福大,3月2日,4.84,0.12,2.54%,19,上櫃,10,4.6,2.23,46.9,19.6,楊燈霖,楊浩維
紡織纖維,4406,新昕纖,3月2日,9.51,-0.23,-2.36%,12,上櫃,10,5.19,4.94,36.8,18.1,莊育霖,莊晉嘉
紡織纖維,4413,飛寶企業,3月2日,8.88,0,0%,0,上櫃,10,1.93,1.72,29.3,17.6,林資益,黃鈺翔
其他電子業,4415,台原藥,3月2日,6.5,-0.15,-2.26%,7,上櫃,10,8.36,5.44,32.7,17.2,蘇慶華,張權
建材營造業,4416,三圓,3月2日,101.5,1.8,1.81%,274,上櫃,10,6,60.9,37.2,16.8,王光祥,李焰彰
紡織纖維,4417,金洲,3月2日,42.6,0.05,0.12%,307,上櫃,10,8.23,35.1,43.2,16.3,陳加仁,張燈河
紡織纖維,4419,松懋,3月2日,4,0,0%,7,上櫃,10,2.96,1.18,25.5,15.7,啟基投資股份有限公司,蘇怡仁
紡織纖維,4420,光明,3月2日,26.75,-0.45,-1.65%,17,上櫃,10,4.05,10.8,50.7,14.9,詹正田,李業振
紡織纖維,4429,聚紡,3月2日,23.15,0.1,0.43%,6,上櫃,10,3.44,7.95,18.1,6.5,蔡秋雄,田鳳英
其他業,4430,耀億,3月2日,24.95,-0.05,-0.20%,37,上櫃,10,5.63,14,43.3,5.7,王昭仁,王贊景
紡織纖維,4432,銘旺實,3月2日,46.75,0,0%,58,上櫃,10,5.06,23.7,31,4.3,陳盈璇,呂清裕
紡織纖維,4433,興采,3月2日,26.55,-0.45,-1.67%,62,上櫃,10,3.16,8.38,28,2.3,陳國欽,黃松筠
電機機械,4502,健信,3月2日,39.8,1.3,3.38%,11,上櫃,10,4.24,16.9,38.7,21.2,吳政哲,吳政哲
電機機械,4503,金雨,3月2日,23.95,0,0%,56,上櫃,10,3.08,7.37,36.7,20.2,卓燦然,卓燦然
電機機械,4506,崇友,3月2日,36.55,-0.45,-1.22%,90,上櫃,10,19.7,71.9,42.8,19.2,唐伯龍,游本立
電機機械,4510,高鋒,3月2日,19.1,0.45,2.41%,"1,414",上櫃,10,10.8,20.6,38.1,19,沈國榮,沈國榮
電機機械,4513,福裕,3月2日,9.38,-0.06,-0.64%,72,上櫃,10,7.69,7.21,38.9,18.9,張寶銘,張寶銘
電機機械,4523,永彰,3月2日,18.75,0.05,0.27%,38,上櫃,10,6.4,12,29.8,17.3,鄭萬來,陳冠憲
電機機械,4527,方土霖,3月2日,29.45,0.05,0.17%,80,上櫃,10,7.62,22.4,28.9,16.4,曾仲國,曾仲國
電機機械,4528,江興鍛,3月2日,47.55,0.3,0.63%,341,上櫃,10,7.65,36.4,36.5,16.1,江木山,江木山
其他業,4529,昶洧,3月2日,37.35,-0.2,-0.53%,442,上櫃,10,8.06,30.1,29.3,15.8,沈瑋,沈瑋
電機機械,4530,宏易,3月2日,11.1,-1.2,-9.76%,506,上櫃,10,4.62,5.13,32.5,15.8,陳冠瑋,陳冠瑋
電機機械,4533,協易機,3月2日,15.55,0.1,0.65%,898,上櫃,10,16,24.9,35,14.9,郭雅慧,郭挺鈞
電機機械,4534,慶騰,3月2日,27.65,0,0%,300,上櫃,10,8.14,22.5,24,13.9,王光彬,王興威
電機機械,4535,至興,3月2日,46.3,0.05,0.11%,47,上櫃,10,7.57,35,29,13.9,吳崇儀,吳宗明
其他業,4541,晟田,3月2日,26.5,-0.25,-0.93%,144,上櫃,10,5.41,14.3,25.5,2.6,謝永昌,黃寶文
電子零組件業,4542,科嶠,3月2日,25,-0.9,-3.47%,66,上櫃,10,2.83,7.07,16.7,2.5,鄧全凱,吳明致
電機機械,4543,萬在,3月2日,22.3,-0.1,-0.45%,17,上櫃,10,5.67,12.6,32.8,1,萬正乾,萬正乾
電機機械,4549,桓達,3月2日,80.9,-0.6,-0.74%,76,上櫃,10,3.85,31.1,14.1,2.3,吳清德,吳定國
電機機械,4550,長佳,3月2日,22.85,0.05,0.22%,35,上櫃,10,3.32,7.58,23.8,2,王人達,黃添春
其他電子業,4554,橙的,3月2日,50.8,0.4,0.79%,49,上櫃,10,2.12,10.8,12.1,0.6,許欽堯,許欽堯
其他業,4556,旭然,3月2日,33.5,-0.8,-2.33%,47,上櫃,10,3.52,11.8,31.3,1.2,吳玲美,何兆全
電器電纜,4609,唐鋒,3月2日,9.69,-0.06,-0.62%,26,上櫃,10,4.79,4.65,40.6,16.8,許文治,周文洪
化學工業,4702,中美實,3月2日,8.33,-0.06,-0.72%,110,上櫃,10,22.5,18.7,53.1,21.9,高大守,高大守
化學工業,4706,大恭,3月2日,22.8,0.05,0.22%,28,上櫃,10,7.9,18,50.9,18.9,鄧加惠,黃明發
化學工業,4707,磐亞,3月2日,10.05,0,0%,325,上櫃,10,22.6,22.7,34.9,18.8,王貴鋒,王貴鋒代理
化學工業,4711,永純,3月2日,21.9,-0.1,-0.45%,108,上櫃,10,6.11,13.4,51.6,18,蔡慶芳,蔡慶芳
食品工業,4712,南璋,3月2日,16.6,-1,-5.68%,665,上櫃,10,6.05,10,43,17.9,吳國榮,吳國榮
化學工業,4714,永捷,3月2日,14.8,-0.2,-1.33%,"2,718",上櫃,10,7.73,11.4,25.5,16.9,張祐銘,劉智光
化學工業,4716,大立,3月2日,19.35,1.75,9.94%,"10,751",上櫃,10,7.44,14.4,46.6,16.9,邱志向,蕭國華
化學工業,4721,美琪瑪,3月2日,36.1,-0.7,-1.90%,994,上櫃,10,7.5,27.1,24.7,16,嚴隆財,嚴隆財
生技醫療業,4726,永昕,3月2日,37.9,-0.15,-0.39%,101,上櫃,10,11.2,42.4,15.4,3.2,陳德禮,溫國蘭
生技醫療業,4728,雙美,3月2日,39.5,-0.2,-0.50%,163,上櫃,10,5.45,21.5,16.1,5.1,蔡國洲,林泉源
光電業,4729,熒茂,3月2日,18.05,0,0%,338,上櫃,10,10.4,18.8,11.8,8,方敏宗,方敏宗
生技醫療業,4735,豪展,3月2日,36.65,-0.85,-2.27%,300,上櫃,10,3.41,12.5,20.8,5.5,莊明輝,紀強
生技醫療業,4736,泰博,3月2日,111.5,1,0.90%,331,上櫃,10,7.46,83.2,18.8,6.3,陳朝旺,陳朝旺
化學工業,4739,康普,3月2日,52.9,-0.4,-0.75%,"2,536",上櫃,10,7.57,40.1,24.7,5.3,何基丞,何基丞
生技醫療業,4743,合一,3月2日,32.45,-0.1,-0.31%,341,上櫃,10,19.5,63.3,8.7,5.4,黃山內,黃山內
生技醫療業,4745,合富-KY,3月2日,48,-0.3,-0.62%,57,上櫃,10,5.77,27.7,11.3,4.1,王瓊芝,李惇
生技醫療業,4747,強生,3月2日,37.9,0.2,0.53%,20,上櫃,10,3,11.4,50.2,3.2,黃柏熊,黃柏熊
化學工業,4754,國碳科,3月2日,51.7,0.2,0.39%,17,上櫃,10,1.56,8.08,18.8,0.4,張超,黃俊傑
化學工業,4762,三汰-KY,3月2日,53.6,-0.3,-0.56%,70,上櫃,10,1.87,10,3.1,1.2,劉芳榮,劉芳榮
文化創意業,4803,VHQ-KY,3月2日,162.5,-1,-0.61%,79,上櫃,10,3.23,52.5,3.3,1.2,劉國華,劉國華
觀光事業,4804,大略-KY,3月2日,81.9,-2.8,-3.31%,729,上櫃,10,3.6,29.5,5.6,1.2,梁競偉,梁競偉
文化創意業,4806,昇華,3月2日,61.7,0.3,0.49%,58,上櫃,10,2.55,15.7,16.8,1,俞惟中,謝侑利
通信網路業,4903,聯光通,3月2日,57.5,-0.6,-1.03%,"1,701",上櫃,10,9.01,51.8,32.7,15.8,徐肇佑,徐肇佑
通信網路業,4905,台聯電,3月2日,47.5,-0.15,-0.31%,36,上櫃,10,4.94,23.5,26.6,15.2,睿進科技顧問股份有限公司代表人梁基岩,梁基岩
建材營造業,4907,富宇,3月2日,14.7,0.3,2.08%,86,上櫃,10,11.8,17.4,28.5,15,張清全,鍾堯明
通信網路業,4908,前鼎,3月2日,18.6,0.05,0.27%,187,上櫃,10,7.77,14.4,18.6,15,葉政彥,葉政彥
通信網路業,4909,新復興,3月2日,22.7,0.2,0.89%,201,上櫃,10,9.34,21.2,32.3,14.3,張永輝,張永輝
生技醫療業,4911,德英,3月2日,77.9,0.4,0.52%,15,上櫃,10,5.57,43.4,14.6,6,郭國華,郭國華
電腦及週邊設備業,4924,欣厚-KY,3月2日,8.76,-0.03,-0.34%,85,上櫃,10,3.72,3.26,7.4,5.4,劉鳳君,劉景成
光電業,4933,友輝,3月2日,30.3,-0.3,-0.98%,754,上櫃,10,7.73,23.4,13.2,6.8,吳東昇,吳昕杰
電子零組件業,4939,亞電,3月2日,13.5,1.2,9.76%,549,上櫃,10,9.82,13.3,13.7,5.5,李建輝,李建輝
光電業,4944,兆遠,3月2日,9.86,-0.05,-0.50%,631,上櫃,10,21.2,20.9,16.3,5.8,姚宕梁,吳政穆
資訊服務業,4946,辣椒,3月2日,29.6,0.3,1.02%,74,上櫃,10,2.73,8.09,10.4,5.7,鄧潤澤,李亦華
半導體業,4947,昂寶-KY,3月2日,220.5,0,0%,343,上櫃,10,5.39,119,8.2,5.4,李朝福,陳志樑
其他業,4950,牧東,3月2日,19.05,-0.05,-0.26%,58,上櫃,10,4.79,9.12,8.4,4.8,余人勇,張國威
資訊服務業,4953,緯軟,3月2日,22.2,0.1,0.45%,51,上櫃,10,4.39,9.74,24.8,3.1,林憲銘,蕭清志
資訊服務業,4965,商店街,3月2日,70.6,-0.6,-0.84%,40,上櫃,10,2.16,15.3,6.8,5.9,詹宏志,蘇芸
半導體業,4966,譜瑞-KY,3月2日,322,1.5,0.47%,216,上櫃,10,7.73,249,11.3,5.5,趙捷,曲明
半導體業,4971,IET-KY,3月2日,91.5,-3.5,-3.68%,521,上櫃,10,3.61,33.1,5.9,3.6,康潤生,高永中
光電業,4972,湯石照明,3月2日,34.85,0.15,0.43%,234,上櫃,10,3.91,13.6,24.5,3.7,湯士權,湯士權
半導體業,4973,廣穎,3月2日,20.25,-0.1,-0.49%,197,上櫃,10,6.49,13.1,14,4.7,陳慧民,袁培榮
電子零組件業,4974,亞泰,3月2日,43.45,0.35,0.81%,670,上櫃,10,6.2,26.9,13.1,5.3,賴以仁,賴以仁/吳淑品
通信網路業,4979,華星光,3月2日,36.2,-0.4,-1.09%,"1,337",上櫃,10,7.39,26.7,15.3,5.2,龔行憲,倪慎如
電腦及週邊設備業,4987,科誠,3月2日,50.8,0.2,0.40%,61,上櫃,10,2.52,12.8,24.2,4.9,戴奉義,戴奉義
半導體業,4991,環宇-KY,3月2日,51.8,-0.4,-0.77%,927,上櫃,10,7.44,38.5,6.3,2.5,黃大倫,安寶信( 總執行長暨總裁)
光電業,4995,晶達,3月2日,33.75,0,0%,31,上櫃,10,3.41,11.5,16.5,4.8,李英珍,金仲仁
鋼鐵工業,5009,榮剛,3月2日,24.05,0.2,0.84%,"5,330",上櫃,10,46.7,112,24,18.4,陳興時,張世豐
鋼鐵工業,5011,久陽,3月2日,16.75,-0.05,-0.30%,2,上櫃,10,4.11,6.89,32.3,17.8,孫正強,邱茂勳
鋼鐵工業,5013,強新,3月2日,30.45,0.1,0.33%,112,上櫃,10,11.1,33.9,23.3,16.8,吳玉堂,陳正(方方土)
鋼鐵工業,5014,建錩,3月2日,17.8,0.25,1.42%,"2,711",上櫃,10,16.5,29.4,33.6,16,李慶柏,李慶柏
鋼鐵工業,5015,華祺,3月2日,25,-0.2,-0.79%,61,上櫃,10,6.06,15.2,32.8,16.2,葉明彥,張順立
鋼鐵工業,5016,松和,3月2日,34.8,-0.5,-1.42%,127,上櫃,10,4.96,17.3,44.5,16,林敏舜,林廷芳
橡膠工業,5102,富強,3月2日,14.45,0.05,0.35%,20,上櫃,10,6.41,9.26,51.3,16.3,蔡文順,蔡文順
資訊服務業,5201,凱衛,3月2日,23.65,2.15,10%,"6,998",上櫃,10,3.07,7.25,31.8,16.4,曾正哲,曾正哲
資訊服務業,5202,力新,3月2日,33.4,0.4,1.21%,224,上櫃,10,5.91,19.7,29.4,16.4,林榮生,黃銘達
資訊服務業,5205,漢康,3月2日,20.4,1.1,5.70%,1,上櫃,10,1.7,3.47,27.2,15.8,高承本,詹益國
建材營造業,5206,坤悅,3月2日,9.2,-0.03,-0.33%,47,上櫃,10,14.8,13.7,41.4,15.4,陳世坤,祁興國
資訊服務業,5209,新鼎,3月2日,41.5,0.3,0.73%,18,上櫃,10,2.35,9.75,29.6,15,易惠南,劉英芳
資訊服務業,5210,寶碩,3月2日,7.01,-0.01,-0.14%,140,上櫃,10,6.57,4.61,28.3,14.9,白介宇,劉國安
資訊服務業,5211,蒙恬,3月2日,21.5,-0.65,-2.93%,89,上櫃,10,3.2,6.89,25.4,14.2,蔡義泰,蔡義泰
資訊服務業,5212,凌網,3月2日,21.3,-0.75,-3.40%,179,上櫃,10,3.46,7.38,18.7,13.9,賴洋助,賴洋助
建材營造業,5213,亞昕,3月2日,14,0.05,0.36%,104,上櫃,10,38,53.2,22.1,13.9,姚連地,姚連地
電子零組件業,5227,立凱-KY,3月2日,29.8,0.15,0.51%,414,上櫃,10,21.1,62.8,9.3,3.2,張聖時,張聖時
光電業,5230,雷笛克光學,3月2日,42.7,-0.2,-0.47%,104,上櫃,10,4.95,21.1,8.9,4.7,唐德龍,唐德龍
光電業,5245,智晶,3月2日,115,1,0.88%,60,上櫃,10,4.43,51,11.3,1.8,王鴻鈞,陳建勳
光電業,5251,天鉞電,3月2日,27.6,-0.5,-1.78%,134,上櫃,10,3.06,8.43,24.8,4.3,汪攘夷,汪攘夷
電子零組件業,5255,美桀,3月2日,34.1,-0.3,-0.87%,319,上櫃,10,3.81,13,21.1,2.6,羅鵬程,羅文豪
文化創意業,5263,智崴,3月2日,212,-1.5,-0.70%,62,上櫃,10,4.47,94.7,15.3,4.2,黃仲銘,歐陽志宏
半導體業,5272,笙科,3月2日,40.8,-0.9,-2.16%,414,上櫃,10,5.8,23.7,11.4,3.8,曾三田,曾三田
半導體業,5274,信驊,3月2日,488,11,2.31%,201,上櫃,10,3.38,165,12.3,3.8,林鴻明,林鴻明
其他業,5276,達輝-KY,3月2日,29.05,-0.65,-2.19%,104,上櫃,10,3.95,11.5,5.3,2.7,徐鴻鈞,徐鉦鑑
資訊服務業,5278,尚凡,3月2日,29.7,0.1,0.34%,10,上櫃,10,1.42,4.21,14.4,3.7,張家銘,林志銘
光電業,5281,大峽谷-KY,3月2日,24.5,-0.3,-1.21%,104,上櫃,10,3.7,9.07,4.8,0.9,張家瑞,張家瑞
其他業,5284,jpp-KY,3月2日,62.8,-0.7,-1.10%,73,上櫃,10,3.85,24.2,4.8,2.4,王文山,鍾國松
資訊服務業,5287,數字,3月2日,196,1,0.51%,32,上櫃,10,4.26,83.5,10.1,3.1,廖世芳,吳聰賢
電腦及週邊設備業,5289,宜鼎,3月2日,89.7,-1.2,-1.32%,397,上櫃,10,6.59,59.1,12,3.3,簡川勝,簡川勝
電子零組件業,5291,邑昇,3月2日,14.5,0,0%,56,上櫃,10,3.35,4.85,22.9,2.2,簡榮坤,李上治
觀光事業,5301,寶得利,3月2日,25.5,-0.45,-1.73%,19,上櫃,10,11.8,30.1,38.4,26.7,張雅琍,張雅琍
半導體業,5302,太欣,3月2日,6.44,-0.15,-2.28%,402,上櫃,10,16.2,10.5,33.7,26.1,王國肇,王國肇
電腦及週邊設備業,5304,鼎創達,3月2日,2.63,0.08,3.14%,15,上櫃,10,18.6,4.89,38.1,25.6,郭佩芝,莫皓然
其他業,5306,桂盟,3月2日,133,0,0%,301,上櫃,10,12,160,27.9,21.2,吳盈進,吳瑞章
電子零組件業,5309,系統電,3月2日,10.65,0,0%,990,上櫃,10,21.4,22.8,39.4,21,李益仁,駱捷中
資訊服務業,5310,天剛,3月2日,31.6,0.6,1.94%,243,上櫃,10,4.96,15.7,27.2,20.9,沈明聰,沈明聰
其他業,5312,寶島科,3月2日,77.3,0.2,0.26%,98,上櫃,10,6.01,46.4,27.3,20.8,蔡國洲,林俊雄
半導體業,5314,世紀,3月2日,5.16,0,0%,91,上櫃,10,6,3.1,25.6,20.5,湯宇方,楊存孝
光電業,5315,光聯,3月2日,28.6,0.15,0.53%,"5,819",上櫃,10,10.6,30.4,26.7,20.3,韓之華,葉秋芳
電子零組件業,5317,凱美,3月2日,15.7,-0.1,-0.63%,30,上櫃,10,13.5,21.1,43.3,20.2,鄭傑仁,翁啟勝
電子零組件業,5321,友銓,3月2日,28.6,0,0%,0,上櫃,10,2.88,8.24,33.7,20.2,呂永美,宋家庭
建材營造業,5324,士開,3月2日,11.95,0,0%,90,上櫃,10,10.6,12.7,33.1,20.1,李昌霖,於貽勳
電子零組件業,5328,華容,3月2日,8.25,0.04,0.49%,548,上櫃,10,17.8,14.7,33.9,19.5,瑞軒科技股份有限公司-代表人吳春發,郭玄彬
電子零組件業,5340,建榮,3月2日,9.29,0.13,1.42%,"3,587",上櫃,10,19.5,18.1,24.6,19.1,柯長崎,柯長崎
半導體業,5344,立衛,3月2日,7.2,0,0%,31,上櫃,10,7.94,5.72,28.9,18.9,沈炳輝,許文景
電子零組件業,5345,天揚,3月2日,8.36,0.13,1.58%,17,上櫃,10,5,4.18,26.4,18.9,王鏑程,王鏑程
半導體業,5347,世界,3月2日,61,-0.5,-0.81%,"1,853",上櫃,10,164,"1,000",22.2,18.9,方略,方略
通信網路業,5348,系通,3月2日,5.25,0,0%,0,上櫃,10,2.6,1.36,26.2,18.8,胡湘麒,胡湘麒
電子零組件業,5349,先豐,3月2日,31.65,0.1,0.32%,471,上櫃,10,22.4,70.9,29.7,18.7,鄭文鋒,鄭文鋒
半導體業,5351,鈺創,3月2日,12.5,0,0%,900,上櫃,10,43.7,54.6,26.1,18.8,盧超群,鄧茂松
通信網路業,5353,台林,3月2日,10.9,0,0%,223,上櫃,10,8.18,8.92,36.9,18.8,陳哲宏,陳俊廷
電子零組件業,5355,佳總,3月2日,7.86,-0.11,-1.38%,630,上櫃,10,16.6,13.1,28.5,18.7,曾繼立,曾繼立
電腦及週邊設備業,5356,協益,3月2日,46.05,-0.1,-0.22%,388,上櫃,10,12.9,59.3,48.1,18.6,王自軍,楊宗憲
