產業別,公司代號,名稱,股價日期,成交,漲跌價,漲跌幅,成交張數,市場,面值(元),股本(億),市值(億),成立年數,上市年數,董事長,總經理
其他電子業,8183,精星,3月2日,23.5,0.6,2.62%,"2,147",上櫃,10,11.3,26.6,26.2,11.9,焦佑衡,張振紘
電腦及週邊設備業,8234,新漢,3月2日,31.85,0,0%,313,上櫃,10,14.1,44.8,24.3,9.7,林茂昌,楊建興
光電業,8240,華宏,3月2日,21,-0.3,-1.41%,230,上櫃,10,10,21,43.6,11.7,張瑞欽,葉清彬
電機機械,8255,朋程,3月2日,107.5,0,0%,216,上櫃,10,7.49,80.5,18.3,10.9,盧明光,吳憲忠
半導體業,8277,商丞,3月2日,11.45,0.25,2.23%,"2,184",上櫃,10,9.16,10.5,22.8,12.2,程慶中,程慶中
生技醫療業,8279,生展,3月2日,105,-2.5,-2.33%,134,上櫃,10,2.1,22.1,17.8,0.4,陳威仁,陳威仁
電子零組件業,8287,英格爾,3月2日,19.25,-0.35,-1.79%,"1,792",上櫃,10,14,27,36.1,12.2,張志榮,呂正東
電子零組件業,8289,泰藝,3月2日,10.85,-0.15,-1.36%,157,上櫃,10,7.75,8.41,16.9,8.9,宋勝泰,宋勝泰
電子零組件業,8291,尚茂,3月2日,5.69,0,0%,0,上櫃,10,7.6,4.33,19.2,5.3,黃敏恭,紀榮隆
電腦及週邊設備業,8299,群聯,3月2日,264,-3.5,-1.31%,"1,555",上櫃,10,19.7,520,16.3,12.2,潘健成,歐陽志光
鋼鐵工業,8349,恒耀,3月2日,89.9,0.9,1.01%,113,上櫃,10,9.1,81.8,31.9,11,吳榮彬,吳健序
塑膠工業,8354,冠好,3月2日,16.15,-0.2,-1.22%,48,上櫃,10,6.37,10.3,24.7,12.9,楊文章,李永坤
電子零組件業,8358,金居,3月2日,54.3,1,1.88%,"6,713",上櫃,10,21.1,114,18.8,6.4,宋恭源,李思賢
其他電子業,8383,千附,3月2日,50.5,0.2,0.40%,763,上櫃,10,11.8,59.7,34.8,12.5,張瓊如,賴志明
其他業,8390,金益鼎,3月2日,16.25,-0.1,-0.61%,269,上櫃,10,9.55,15.5,19.9,8.8,莊清旗,莊瑞元
其他業,8401,白紗科,3月2日,10.4,-0.15,-1.42%,29,上櫃,10,6.01,6.25,16.9,6.9,林衍束,陳俊傑
生技醫療業,8403,盛弘,3月2日,38.75,-0.3,-0.77%,308,上櫃,10,7.56,29.3,13.3,6,楊弘仁,劉慶文
生技醫療業,8406,金可-KY,3月2日,304,1,0.33%,171,上櫃,10,9.27,282,9.7,4.8,蔡國洲,蔡國源
生技醫療業,8409,商之器,3月2日,22.7,-0.45,-1.94%,43,上櫃,10,2.8,6.36,29.1,3.3,盤文龍,盤文龍
電腦及週邊設備業,8410,森田,3月2日,26.65,-0.05,-0.19%,70,上櫃,10,3.66,9.75,44.5,6,黃樟山,黃展隆
鋼鐵工業,8415,大國鋼,3月2日,18.25,-0.4,-2.14%,"3,211",上櫃,10,61.2,112,9.6,0.5,謝麗雲,謝榮坤
資訊服務業,8416,實威,3月2日,92,0,0%,55,上櫃,10,2.56,23.6,11.7,4.5,李建興,許泰源
其他業,8418,捷必勝-KY,3月2日,12.85,0.65,5.33%,32,上櫃,10,6.8,8.74,7.1,5.2,林永車,林永車
其他業,8420,明揚,3月2日,21.85,-0.15,-0.68%,36,上櫃,10,5.1,11.1,10.6,2.3,鄭錫潛,蔡忠城
其他業,8421,旭源,3月2日,19.35,-0.1,-0.51%,118,上櫃,10,4.55,8.81,12.3,4.3,黃南源,黃南源
其他業,8423,保綠-KY,3月2日,18.35,-0.05,-0.27%,9,上櫃,10,1.94,3.57,7.3,5,陳東興,李雲山
建材營造業,8424,惠普,3月2日,37.65,-0.2,-0.53%,105,上櫃,10,3.61,13.6,35.3,4.2,張世宗,倪勇
其他業,8426,紅木-KY,3月2日,50.2,0.25,0.50%,57,上櫃,10,4.83,24.2,6.5,5.2,蘇聰明,李聖強
其他電子業,8431,匯鑽科,3月2日,52.8,-1.1,-2.04%,420,上櫃,10,4.49,23.7,8.4,1.9,李素白,黃崇榮
生技醫療業,8432,東生華,3月2日,79.3,-1.3,-1.61%,373,上櫃,10,3.84,30.4,6.5,4.8,李建賢,陳俊良
貿易百貨業,8433,弘帆,3月2日,116.5,0.5,0.43%,157,上櫃,10,5.26,61.3,31.9,4.2,朱鵬飛,朱鵬飛
其他業,8435,鉅邁,3月2日,44.2,0.15,0.34%,34,上櫃,10,3.17,14,39.5,4.2,丁敏學,陳建都
生技醫療業,8436,大江,3月2日,167.5,-2.5,-1.47%,666,上櫃,10,7.56,127,36.5,3.5,楊武男,林詠翔
其他業,8437,大地-KY,3月2日,172.5,0.5,0.29%,22,上櫃,10,3.27,56.3,8.8,1.8,程釱坤,程釱坤
其他業,8444,綠河-KY,3月2日,170.5,-1.5,-0.87%,82,上櫃,10,7.4,126,6.1,1.3,謝榮輝,黃登士
其他業,8446,華研,3月2日,115,0,0%,209,上櫃,10,4.28,49.2,17.8,3.2,呂燕清,何燕玲
文化創意業,8450,霹靂,3月2日,84.1,0.5,0.60%,108,上櫃,10,4.79,40.3,20.7,2.4,黃文章,黃文章
其他電子業,8455,大拓-KY,3月2日,28.95,-0.2,-0.69%,21,上櫃,10,2.52,7.3,3.2,1.1,佐佐木Beji,奧山一寸法師
觀光事業,8462,柏文,3月2日,81.3,0,0%,16,上櫃,10,4.1,33.3,11.4,1,陳尚義,陳尚文
資訊服務業,8472,夠麻吉,3月2日,41.7,-0.3,-0.71%,71,上櫃,10,2.03,8.47,6.6,1.1,吳怡霖,吳怡霖
資訊服務業,8477,創業家,3月2日,57.6,0.2,0.35%,50,上櫃,10,1.96,11.3,4.8,0.3,郭書齊,郭家齊
其他業,8905,裕國,3月2日,15.55,0.05,0.32%,285,上櫃,10,11.9,18.6,26.8,21.1,楊連發,楊連發
其他業,8906,花王,3月2日,5.88,0.04,0.68%,5,上櫃,10,5.13,3.02,48.6,20.9,謝宗翰,謝宗翰
油電燃氣業,8908,欣雄,3月2日,29.25,0,0%,0,上櫃,10,14.5,42.3,30.9,20,朱坤塗,朱文煌
其他業,8913,全銓,3月2日,39.7,0,0%,208,上櫃,10,4.37,17.4,32.3,18.7,李家弘,王慧中
其他業,8916,光隆,3月2日,50,-0.2,-0.40%,"1,258",上櫃,10,10.8,54.2,51,17.9,詹賀博,詹賀博
油電燃氣業,8917,欣泰,3月2日,47.7,0,0%,0,上櫃,10,12.2,58.3,31.2,17.8,林振英,張怒潮
其他業,8921,沈氏,3月2日,15.35,0,0%,0,上櫃,10,4.66,7.15,39.2,16.9,陳正剛,陳正剛
其他業,8923,時報,3月2日,16.9,0,0%,0,上櫃,10,3.04,5.13,31.3,17.2,趙政岷,趙政岷
其他業,8924,大田,3月2日,13,-0.1,-0.76%,56,上櫃,10,12.1,15.8,28.6,17.1,李孔文,許戎民
油電燃氣業,8927,北基,3月2日,9.86,0.05,0.51%,29,上櫃,10,19.2,18.9,28.2,16.3,鍾嘉村,王智民
其他業,8928,鉅明,3月2日,22.55,-0.05,-0.22%,166,上櫃,10,5.09,11.5,43.7,16.1,林進能,蔡昌均
其他業,8929,富堡,3月2日,33.1,0.8,2.48%,339,上櫃,10,3.68,12.2,39.5,16.3,林煥強,林煥強
鋼鐵工業,8930,青鋼,3月2日,13.5,-0.15,-1.10%,81,上櫃,10,7,9.45,34.6,16.2,陳清安,陳元籐
油電燃氣業,8931,大汽電,3月2日,21.9,0,0%,25,上櫃,10,11.6,25.5,23.6,15.8,李肖宗,張世陽
其他業,8932,宏大,3月2日,8.65,0,0%,0,上櫃,10,4.88,4.22,39,15.9,洪寶川,洪寶川
其他業,8933,愛地雅,3月2日,11.4,-0.1,-0.87%,277,上櫃,10,14.8,16.9,36.5,15.9,張元賓,張元賓
其他業,8934,衡平,3月2日,38.9,1.15,3.05%,4,上櫃,10,0.851,3.31,29.2,15.5,薩摩亞商博閱有限公司代表人趙元旗,張愛倫
其他業,8935,邦泰,3月2日,6,0,0%,34,上櫃,10,12,7.22,34.2,14.9,亨利通投資股份有限公司代表人:沈茂根,沈茂根
其他業,8936,國統,3月2日,24.3,-0.05,-0.21%,"2,773",上櫃,10,22.6,54.9,38.6,14.5,梁家源,葉清正
其他業,8937,合騏,3月2日,13.85,0.55,4.14%,"1,571",上櫃,10,7.25,10,41.4,14.3,陳昱妤,陳昱妤
其他業,8938,明安,3月2日,26.1,-0.35,-1.32%,155,上櫃,10,13.3,34.8,29.6,14.2,鄭錫潛,鄭錫潛
貿易百貨業,8941,關中,3月2日,62.1,-0.7,-1.11%,11,上櫃,10,2.36,14.7,40.9,14.1,洪文照,洪文照
其他業,8942,森鉅,3月2日,75.9,0.7,0.93%,"1,659",上櫃,10,15.6,118,22.5,13.8,鄭憲得,鄭憲松
其他業,9949,琉園,3月2日,11.65,0.05,0.43%,14,上櫃,10,4.7,5.48,22.9,13.3,王永山,王永山
塑膠工業,9950,萬國通,3月2日,14.65,-0.15,-1.01%,72,上櫃,10,6.83,10,37.9,13,謝明振,謝明振
電機機械,9951,皇田,3月2日,180.5,-2,-1.10%,232,上櫃,10,7.49,135,33.6,13.2,周幼珊,周幼珊
貿易百貨業,9960,邁達康,3月2日,32.1,1,3.22%,71,上櫃,10,3.36,10.8,17,12.2,吳沖,黃瓊瑤
鋼鐵工業,9962,有益,3月2日,10.6,0,0%,93,上櫃,10,9.02,9.56,21.1,10.6,劉憲同,劉憲榮
